id, timestamp
200101,06-09-2022 11:24:26,0
200102,06-09-2022 11:25:24,0
200103,06-09-2022 11:26:45,0
200104,06-09-2022 11:27:38,0
200201,06-09-2022 11:36:05,0
200202,06-09-2022 11:38:19,0
200203,06-09-2022 11:39:16,0
200204,06-09-2022 11:40:53,0
200301,06-09-2022 11:45:50,0
200302,06-09-2022 11:47:29,0
200303,06-09-2022 11:49:23,0
200304,06-09-2022 11:50:54,0
200401,06-09-2022 11:54:47,0
200402,06-09-2022 11:56:50,0
200403,06-09-2022 11:58:05,0
200404,06-09-2022 11:59:38,0
200501,06-09-2022 12:03:26,0
200502,06-09-2022 12:04:44,0
200503,06-09-2022 12:06:25,0
200504,06-09-2022 12:08:16,0
200601,06-09-2022 12:12:39,0
200602,06-09-2022 12:14:26,0
200603,06-09-2022 12:15:48,0
200604,06-09-2022 12:17:34,0
200701,06-09-2022 12:21:43,0
200702,06-09-2022 12:23:24,0
200703,06-09-2022 12:24:57,0
200704,06-09-2022 12:26:32,0
200801,06-09-2022 12:30:08,0
200802,06-09-2022 12:31:25,0
200803,06-09-2022 12:33:01,0
200804,06-09-2022 12:34:59,0
200901,06-09-2022 12:38:21,0
200902,06-09-2022 12:39:43,0
200903,06-09-2022 12:41:25,0
200904,06-09-2022 12:42:51,0
201001,06-09-2022 12:46:12,0
201002,06-09-2022 12:47:58,0
201003,06-09-2022 12:49:37,0
201004,06-09-2022 12:51:10,0
201101,06-09-2022 13:27:48,0
201102,06-09-2022 13:29:11,0
201103,06-09-2022 13:30:46,0
201104,06-09-2022 13:32:16,0
201201,06-09-2022 13:35:28,0
201202,06-09-2022 13:37:23,0
201203,06-09-2022 13:38:57,0
201204,06-09-2022 13:40:21,0
201301,06-09-2022 13:43:19,0
201302,06-09-2022 13:44:56,0
201303,06-09-2022 13:46:47,0
201304,06-09-2022 13:48:18,0
201401,06-09-2022 13:51:13,0
201402,06-09-2022 13:52:58,0
201403,06-09-2022 13:54:30,0
201404,06-09-2022 13:56:10,0
201501,06-09-2022 13:59:31,0
201502,06-09-2022 14:01:21,0
201503,06-09-2022 14:02:54,0
201504,06-09-2022 14:04:30,0
201601,06-09-2022 14:08:27,0
201602,06-09-2022 14:10:10,0
201603,06-09-2022 14:11:37,0
201604,06-09-2022 14:13:14,0
201701,06-09-2022 14:16:06,0
201702,06-09-2022 14:17:53,0
201703,06-09-2022 14:19:19,0
201704,06-09-2022 14:20:57,0
201801,06-09-2022 14:24:14,0
201802,06-09-2022 14:28:29,0
201803,06-09-2022 14:28:53,0
201804,06-09-2022 14:29:11,0
201901,06-09-2022 14:32:24,0
201902,06-09-2022 14:33:49,0
201903,06-09-2022 14:35:23,0
201904,06-09-2022 14:36:59,0
202001,06-09-2022 14:40:16,0
202002,06-09-2022 14:41:53,0
202003,06-09-2022 14:43:19,0
202004,06-09-2022 14:45:04,0
202101,06-09-2022 14:48:38,0
202102,06-09-2022 14:50:21,0
202103,06-09-2022 14:51:59,0
202104,06-09-2022 14:53:38,0
202201,06-09-2022 14:57:12,0
202202,06-09-2022 14:58:36,0
202203,06-09-2022 15:00:13,0
202204,06-09-2022 15:02:01,0
202301,06-09-2022 15:05:27,0
202302,06-09-2022 15:07:09,0
202303,06-09-2022 15:08:39,0
202304,06-09-2022 15:10:14,0
202401,06-09-2022 15:13:43,0
202402,06-09-2022 15:15:45,0
202403,06-09-2022 15:17:12,0
202404,06-09-2022 15:18:54,0
202501,06-09-2022 15:25:55,0
202502,06-09-2022 15:26:41,0
202503,06-09-2022 15:27:23,0
202504,06-09-2022 15:29:11,0
202601,06-09-2022 15:36:34,0
202602,06-09-2022 15:40:22,0
202603,06-09-2022 15:40:44,0
202604,06-09-2022 15:41:31,0
202701,06-09-2022 16:06:06,0
202702,06-09-2022 16:07:29,0
202703,06-09-2022 16:09:37,0
202704,06-09-2022 16:11:13,0
202801,09-09-2022 09:38:32,0
202802,09-09-2022 09:39:58,0
202803,09-09-2022 09:41:48,0
202804,09-09-2022 09:42:59,0
202901,09-09-2022 09:46:17,0
202902,09-09-2022 09:52:44,0
202903,09-09-2022 09:53:06,0
202904,09-09-2022 09:53:36,0
203001,09-09-2022 09:57:37,0
203002,09-09-2022 09:58:36,0
203003,09-09-2022 10:00:10,0
203004,09-09-2022 10:05:36,0
203101,09-09-2022 10:09:13,0
203102,09-09-2022 10:11:49,0
203103,09-09-2022 10:12:30,0
203104,09-09-2022 10:14:08,0
203201,09-09-2022 10:17:06,0
203202,09-09-2022 10:18:43,0
203203,09-09-2022 10:20:20,0
203204,09-09-2022 10:22:11,0
203301,09-09-2022 10:25:35,0
203302,09-09-2022 10:28:56,0
203303,09-09-2022 10:29:29,0
203304,09-09-2022 10:30:50,0
203401,09-09-2022 10:34:43,0
203402,09-09-2022 10:36:06,0
203403,09-09-2022 10:37:47,0
203404,09-09-2022 10:39:29,0
203501,09-09-2022 10:42:39,0
203502,09-09-2022 10:44:06,0
203503,09-09-2022 10:45:45,0
203504,09-09-2022 10:47:27,0
203601,09-09-2022 10:50:32,0
203602,09-09-2022 10:54:07,0
203603,09-09-2022 10:54:38,0
203604,09-09-2022 10:55:13,0
203701,09-09-2022 10:58:15,0
203702,09-09-2022 11:00:00,0
203703,09-09-2022 11:01:37,0
203704,09-09-2022 11:03:16,0
203801,09-09-2022 11:07:10,0
203802,09-09-2022 11:08:04,0
203803,09-09-2022 11:09:29,0
203804,09-09-2022 11:11:09,0
203901,09-09-2022 11:14:20,0
203902,09-09-2022 11:16:01,0
203903,09-09-2022 11:17:33,0
203904,09-09-2022 11:19:05,0
204001,09-09-2022 11:22:48,0
204002,09-09-2022 11:25:09,0
204003,09-09-2022 11:26:02,0
204004,09-09-2022 11:27:40,0
204101,09-09-2022 11:30:52,0
204102,09-09-2022 11:34:04,0
204103,09-09-2022 11:34:32,0
204104,09-09-2022 11:36:44,0
204201,09-09-2022 11:39:49,0
204202,09-09-2022 11:41:41,0
204203,09-09-2022 11:43:42,0
204204,09-09-2022 11:44:39,0
204301,09-09-2022 11:47:47,0
204302,09-09-2022 11:49:42,0
204303,09-09-2022 11:50:59,0
204304,09-09-2022 11:52:35,0
204401,09-09-2022 11:56:08,0
204402,09-09-2022 11:58:14,0
